City,Nation,Continent,Population,GDP per Capita,GDP (Nominal),Economic Mass,Population Band,Is Capital,Is Hub,Route Count (Degree),Latitude,Longitude,Map X,Map Y,ID
Mojalun,Ocaun,Mahea,1815000,488.1,885892857,885892857,1-5M,FALSE,FALSE,12,-43.4787,119.412,8317,3707,mojalun
Korvani,Vesozata,Massir,10389000,3099.21,32197654762,32197654762,10-20M,TRUE,FALSE,32,-43.5867,84.564,7349,3710,korvani
Suharimti,Kaastini,Massir,1053000,7341.27,7730357143,7730357143,1-5M,TRUE,FALSE,22,-44.1268,55.512,6542,3725,suharimti
Zarvundon,Suenan,Massir,1117000,6428.57,7180714286,7180714286,1-5M,FALSE,FALSE,15,-44.4149,45,6250,3733,zarvundon
Olmurra,Desaki,Quia,2297000,14047.62,32267380952,32267380952,1-5M,TRUE,FALSE,37,-45.027,-142.488,1042,3750,olmurra
Shatiruk,Vesozata,Massir,8000000,3099.21,24793650794,24793650794,5-10M,FALSE,FALSE,26,-45.4591,84.852,7357,3762,shatiruk
Mvangiro,Vesozata,Massir,1632000,3099.21,5057904762,5057904762,1-5M,FALSE,FALSE,14,-45.8192,78.552,7182,3772,mvangiro
Muvkora,Vesozata,Massir,4946000,3099.21,15328674603,15328674603,1-5M,FALSE,FALSE,19,-45.9272,81.108,7253,3775,muvkora
Zarufeli,Vesozata,Massir,1223000,3099.21,3790329365,3790329365,1-5M,FALSE,FALSE,13,-46.6473,82.8,7300,3795,zarufeli
Dulvasra,Exilium,Mahea,2045000,1742.06,3562519841,3562519841,1-5M,TRUE,FALSE,18,-47.6915,101.268,7813,3824,dulvasra
Kolino,Ocaun,Mahea,1102000,488.1,537880952,537880952,1-5M,FALSE,FALSE,11,-47.6555,122.472,8402,3823,kolino
Vekura,Ocaun,Mahea,1274000,488.1,621833333,621833333,1-5M,FALSE,FALSE,11,-47.7275,119.52,8320,3825,vekura
Lijola,Vesozata,Massir,2390000,3099.21,7407103175,7407103175,1-5M,FALSE,FALSE,14,-48.6277,77.256,7146,3850,lijola
Sakali,Vesozata,Massir,1058000,3099.21,3278960317,3278960317,1-5M,FALSE,FALSE,14,-48.9158,82.728,7298,3858,sakali
Lufiro,Vesozata,Massir,1087000,3099.21,3368837302,3368837302,1-5M,FALSE,FALSE,12,-49.2398,81.18,7255,3867,lufiro
Vahira,Vesozata,Massir,1130000,3099.21,3502103175,3502103175,1-5M,FALSE,FALSE,11,-49.96,78.948,7193,3887,vahira
Mataro,Vesozata,Massir,4261000,3099.21,13205718254,13205718254,1-5M,FALSE,FALSE,17,-50.14,82.008,7278,3892,mataro
Vaturiko,Vesozata,Massir,1560000,3099.21,4834761905,4834761905,1-5M,FALSE,FALSE,12,-51.6883,80.928,7248,3935,vaturiko
Mikavasi,Kusierna,Massir,1909000,6428.57,12272142857,12272142857,1-5M,TRUE,FALSE,22,-56.3693,77.688,7158,4065,mikavasi
Droskaneth,Iareva,Quia,4107000,20634.92,84747619048,84747619048,1-5M,TRUE,FALSE,58,-58.0616,-127.26,1465,4112,droskaneth
Yshtra,Desaki,Quia,2955000,14047.62,41510714286,41510714286,1-5M,FALSE,FALSE,27,-58.0976,-140.616,1094,4113,yshtra
